title,timesCited,year,percentNonCS,numAuths
"Hey, you have given me too many knobs!: understanding and dealing with over-designed configuration in system software",66,2015,15.5844155844156,9
Crowd debugging,28,2015,25.3968253968254,5
On the use of delta debugging to reduce recordings and facilitate debugging of web applications,19,2015,13.2075471698113,7
MemInsight: platform-independent memory debugging for JavaScript,20,2015,35.0,7
JITProf: pinpointing JIT-unfriendly JavaScript code,46,2015,21.5686274509804,6
Cross-language program slicing for dynamic web applications,28,2015,14.2857142857143,6
Detecting JavaScript races that matter,24,2015,0.0,6
The making of cloud applications: an empirical study on software development for the cloud,62,2015,3.33333333333333,7
An empirical study of goto in C code from GitHub repositories,15,2015,46.6666666666667,10
How practitioners perceive the relevance of software engineering research,64,2015,14.2857142857143,6
What change history tells us about thread synchronization,22,2015,21.4285714285714,8
Finding schedule-sensitive branches,16,2015,26.6666666666667,5
Effective and precise dynamic detection of hidden races for Java programs,28,2015,13.4615384615385,5
A user-guided approach to program analysis,44,2015,9.52380952380952,7
Hidden truths in dead software paths,8,2015,22.7272727272727,7
P3: partitioned path profiling,5,2015,12.5,6
Heterogeneous cross-company defect prediction by unified metric representation and CCA-based transfer learning,77,2015,4.34782608695652,8
Heterogeneous defect prediction,,2015,17.2413793103448,5
Clone-based and interactive recommendation for modifying pasted code,9,2015,17.1428571428571,8
Is the cure worse than the disease? overfitting in automated program repair,136,2015,11.1111111111111,7
Responsive designs in a snap,8,2015,34.6153846153846,5
CLOTHO: saving programs from malformed strings and incorrect string-handling,4,2015,51.8518518518518,7
Query-based configuration of text retrieval solutions for software engineering tasks,24,2015,10.9090909090909,10
Information retrieval and spectrum based bug localization: better together,63,2015,26.4150943396226,6
Rule-based extraction of goal-use case models from text,8,2015,9.375,6
Symbolic execution of programs with heap inputs,18,2015,9.67741935483871,6
Automatically deriving pointer reference expressions from binary code for memory dump analysis,4,2015,18.1818181818182,6
Summarizing and measuring development activity,23,2015,17.5438596491228,6
A method to identify and correct problematic software activity data: exploiting capacity constraints and data redundancies,5,2015,13.3333333333333,6
Gamification for enforcing coding conventions,12,2015,17.0212765957447,5
String analysis for Java and Android applications,31,2015,10.2564102564103,7
Auto-completing bug reports for Android applications,48,2015,22.8571428571429,7
CLAPP: characterizing loops in Android applications,31,2015,10.3448275862069,8
"TLV: abstraction through testing, learning, and validation",9,2015,16.9811320754717,8
Mimic: computing models for opaque code,19,2015,15.7894736842105,6
Witness validation and stepwise testification across software verifiers,43,2015,13.6363636363636,8
Efficient and reasonable object-oriented concurrency,19,2015,18.1818181818182,6
FlexJava: language support for safe and modular approximate programming,40,2015,13.1578947368421,8
Getting to know you: towards a capability model for Java,6,2015,12.9032258064516,7
Efficient dependency detection for safe Java test acceleration,26,2015,25.0,7
Turning programs against each other: high coverage fuzz-testing using binary-code mutation and dynamic slicing,30,2015,23.3333333333333,5
Guided differential testing of certificate validation in SSL/TLS implementations,29,2015,25.0,5
Quality and productivity outcomes relating to continuous integration in GitHub,141,2015,15.0943396226415,8
Developer onboarding in GitHub: the role of prior social links and language experience,47,2015,28.8888888888889,7
Impact of developer turnover on quality in open-source software,37,2015,19.5652173913043,8
MultiSE: multi-path symbolic execution using value summaries,69,2015,12.962962962963,7
Assertion guided symbolic execution of multithreaded programs,30,2015,22.9508196721311,8
Iterative distribution-aware sampling for probabilistic symbolic execution,11,2015,19.3548387096774,7
Bespoke tools: adapted to the concepts developers know,,2015,21.4285714285714,7
I heart hacker news: expanding qualitative research findings by analyzing social news websites,,2015,21.4285714285714,6
GitSonifier: using sound to portray developer conflict history,,2015,16.6666666666667,7
Automatically recommending test code examples to inexperienced developers,,2015,0.0,6
Using software theater for the demonstration of innovative ubiquitous applications,,2015,0.0,6
Inner oracles: input-specific assertions on internal states,,2015,5.0,9
Targeted program transformations for symbolic execution,,2015,11.1111111111111,4
Crash reproduction via test case mutation: let existing test cases help,,2015,0.0,6
RDIT: race detection from incomplete traces,,2015,16.6666666666667,5
TACO: test suite augmentation for concurrent programs,,2015,0.0,4
Navigating through the archipelago of refactorings,,2015,11.1111111111111,6
Detecting semantic merge conflicts with variability-aware execution,,2015,5.88235294117647,8
Product lines can jeopardize their trade secrets,,2015,16.6666666666667,8
JSketch: sketching for Java,,2015,10.0,7
Don't panic: reverse debugging of kernel drivers,,2015,18.1818181818182,6
UMTG: a toolset to automatically generate system test cases from use case specifications,,2015,0.0,8
DexterJS: robust testing platform for DOM-based XSS vulnerabilities,,2015,33.3333333333333,9
T3i: a tool for generating and querying test suites for Java,,2015,10.0,4
iTrace: enabling eye tracking on software artifacts within the IDE to support software engineering tasks,,2015,0.0,9
Nyx: a display energy optimizer for mobile web apps,,2015,40.0,6
NARCIA: an automated tool for change impact analysis in natural language requirements,,2015,10.0,8
Commit guru: analytics and risk prediction of software commits,,2015,28.5714285714286,6
OSSMETER: a software measurement platform for automatically analysing open source software projects,,2015,16.6666666666667,8
Comprehensive service matching with MatchBox,,2015,0.0,6
UEDashboard: awareness of unusual events in commit histories,,2015,21.0526315789474,6
MatrixMiner: a red pill to architect informal product descriptions in the matrix,,2015,18.75,10
Predicting field reliability,,2015,0.0,6
REMI: defect prediction for efficient API testing,,2015,15.3846153846154,8
OnSpot system: test impact visibility during code edits in real software,,2015,0.0,4
"Products, developers, and milestones: how should I build my N-Gram language model",,2015,0.0,6
Evaluating a formal scenario-based method for the requirements analysis in automotive software engineering,,2015,13.3333333333333,7
Barriers and enablers for shortening software development lead-time in mechatronics organizations: a case study,,2015,0.0,6
Semantic degrees for Industrie 4.0 engineering: deciding on the degree of semantic formalization to select appropriate technologies,,2015,11.1111111111111,9
Towards automating the security compliance value chain,,2015,17.3913043478261,9
"Requirements, architecture, and quality in a mission critical system: 12 lessons learned",,2015,25.0,5
Decentralized self-adaptation in large-scale distributed systems,,2015,5.88235294117647,4
Vehicle level continuous integration in the automotive industry,,2015,33.3333333333333,4
Quantifying architectural debts,,2015,5.88235294117647,4
User-centric security: optimization of the security-usability trade-off,,2015,16.6666666666667,4
Automated unit test generation for evolving software,,2015,0.0,4
Increasing the efficiency of search-based unit test generation using parameter control,,2015,0.0,4
Enhancing Android application bug reporting,,2015,33.3333333333333,4
Improving energy consumption in Android apps,,2015,20.0,4
Automated generation of programming language quizzes,,2015,0.0,4
Spotting familiar code snippet structures for program comprehension,,2015,7.14285714285714,4
Combining eye tracking with navigation paths for identification of cross-language code dependencies,,2015,4.76190476190476,4
A textual domain specific language for requirement modelling,,2015,0.0,4
Automated attack surface approximation,,2015,0.0,4
Pockets: a tool to support exploratory programming for novices and educators,,2015,11.1111111111111,4
"Reflections on the REST architectural style and ""principled design of the modern web architecture"" (impact paper award)",,2017,18.5185185185185,11
A fast causal profiler for task parallel programs,7,2017,4.54545454545455,6
On the scalability of Linux kernel maintainers' work,3,2017,16.6666666666667,8
Modeling and verification of evolving cyber-physical spaces,15,2017,11.3207547169811,7
Easy over hard: a case study on deep learning,51,2017,15.5844155844156,6
Finding near-optimal configurations in product lines by random sampling,22,2017,8.57142857142857,8
Revisiting unsupervised learning for defect prediction,25,2017,7.40740740740741,6
Loopster: static loop termination analysis,1,2017,18.6046511627907,10
CodeCarbonCopy,11,2017,31.25,9
"The power of ""why"" and ""why not"": enriching scenario exploration with provenance",14,2017,2.7027027027027,8
Where is the bug and how is it fixed? an experiment with practitioners,2,2017,2.0,9
Understanding misunderstandings in source code,11,2017,36.8421052631579,11
Measuring neural efficiency of program comprehension,22,2017,4.25531914893617,13
Bayesian specification learning for finding API usage errors,20,2017,13.4615384615385,7
Synergistic debug-repair of heap manipulations,,2017,24.390243902439,6
Failure-directed program trimming,6,2017,12.3595505617978,8
Why modern open source projects fail,33,2017,10.2564102564103,6
"Trade-offs in continuous integration: assurance, security, and flexibility",45,2017,9.80392156862745,9
µDroid: an energy-aware mutation testing framework for Android,,2017,9.09090909090909,6
PATDroid: permission-aware GUI testing of Android,15,2017,2.4390243902439,7
Enabling mutation testing for Android apps,29,2017,6.75675675675676,12
"Guided, stochastic model-based GUI testing of Android apps",48,2017,30.8823529411765,13
Using bad learners to find good configurations,31,2017,4.34782608695652,8
Attributed variability models: outside the comfort zone,11,2017,5.26315789473684,7
Kmax: finding all configurations of Kbuild makefiles statically,6,2017,4.08163265306122,5
Is there a mismatch between real-world feature models and product-line research?,15,2017,4.34782608695652,9
Adaptively generating high quality fixes for atomicity violations,2,2017,16.3934426229508,7
AtexRace: across thread and execution sampling for in-house race detection,0,2017,11.864406779661,7
Symbolic execution of programmable logic controller code,9,2017,4.16666666666667,7
Thread-modular static analysis for relaxed memory models,7,2017,14.9253731343284,6
ARTINALI: dynamic invariant detection for cyber-physical system security,4,2017,7.69230769230769,8
A symbolic justice violations transition system for unrealizable GR(1) specifications,4,2017,13.0434782608696,7
Automated control of multiple software goals using multiple actuators,12,2017,8.19672131147541,8
Why do developers use trivial packages? an empirical case study on npm,28,2017,15.5555555555556,9
Detecting missing information in bug descriptions,22,2017,4.61538461538462,12
Continuous variable-specific resolutions of feature interactions,7,2017,7.69230769230769,7
"Model-level, platform-independent debugging in the context of the model-driven development of real-time systems",12,2017,15.0,7
Cooperative kernels: GPU multitasking for blocking algorithms,8,2017,15.625,7
Toward full elasticity in distributed static analysis: the case of callgraph analysis,6,2017,21.0526315789474,7
Probabilistic model checking of perturbed MDPs with applications to cloud computing,3,2017,8.82352941176471,7
Understanding the impact of refactoring on smells: a longitudinal study of 23 software projects,9,2017,8.10810810810811,13
Cimplifier: automatically debloating containers,11,2017,30.4347826086957,9
Craig vs. Newton in software model checking,5,2017,4.0,9
Fairness testing: testing software for discrimination,46,2017,17.2413793103448,7
The care and feeding of wild-caught mutants,22,2017,8.33333333333333,8
QTEP: quality-aware test case prioritization,19,2017,10.5882352941176,7
Constraint normalization and parameterized caching for quantitative program analysis,3,2017,1.85185185185185,9
Generalized observational slicing for tree-represented modelling languages,6,2017,16.6666666666667,10
On evidence preservation requirements for forensic-ready systems,1,2017,7.14285714285714,7
BDCI: behavioral driven conflict identification,0,2017,11.6279069767442,7
NoFAQ: synthesizing command repairs from examples,8,2017,10.0,7
S3: syntax- and semantic-guided repair synthesis via programming by examples,75,2017,3.92156862745098,9
Counterexample-guided approach to finding numerical invariants,10,2017,9.75609756097561,8
Discovering relational specifications,10,2017,13.6363636363636,7
Steelix: program-state based binary fuzzing,63,2017,10.7142857142857,10
CodeMatch: obfuscation won't conceal your repackaged app,19,2017,12.5,11
A compiler and verifier for page access oblivious computation,8,2017,15.0,7
Automatic generation of inter-component communication exploits for Android applications,14,2017,2.7027027027027,8
OASIS: prioritizing static analysis warnings for Android apps based on app user reviews,5,2017,5.71428571428571,7
"Recovering clear, natural identifiers from obfuscated JS names",21,2017,22.7272727272727,7
DESCRY: reproducing system-level concurrency failures,7,2017,17.5,7
Reproducing concurrency failures from crash stacks,10,2017,10.3448275862069,7
Automatically analyzing groups of crashes for finding correlations,4,2017,19.2307692307692,8
Automatic inference of code transforms for patch generation,54,2017,2.5,7
A feasibility study of using automated program repair for introductory programming assignments,23,2017,8.69565217391304,9
Automatically diagnosing and repairing error handling bugs in C,13,2017,4.16666666666667,6
Are deep neural networks the best choice for modeling source code?,62,2017,5.55555555555556,6
Understanding the impact of support for iteration on code search,5,2017,15.1898734177215,7
LAMP: data provenance for graph based machine learning algorithms through derivative computation,3,2017,18.0,11
More accurate recommendations for method-level changes,2,2017,12.1951219512195,8
Regression test selection across JVM boundaries,13,2017,18.9189189189189,8
Measuring the cost of regression testing in practice: a study of Java projects using continuous integration,25,2017,0.0,7
Better test cases for better automated program repair,34,2017,14.2857142857143,8
When program analysis meets mobile security: an industrial study of misusing Android internet sockets,,2017,0.0,10
File-level vs. module-level regression test selection for .NET,,2017,3.2258064516129,8
Record and replay for Android: are we there yet in industrial cases?,,2017,40.0,13
Model-driven software engineering in practice: privacy-enhanced filtering of network traffic,,2017,4.54545454545455,8
Strong agile metrics: mining log data to determine predictive power of software metrics for continuous delivery teams,,2017,4.0,10
Screening heuristics for project gating systems,,2017,33.3333333333333,6
Natural language querying in SAP-ERP platform,,2017,35.2941176470588,8
Serverless computing: economic and architectural impact,,2017,33.3333333333333,6
What do software engineers care about? gaps between research and practice,,2017,18.1818181818182,9
Reference architectures and Scrum: friends or foes?,,2017,11.1111111111111,8
Guidelines for adopting frontend architectures and patterns in microservices-based systems,,2017,14.2857142857143,7
Improving understanding of dynamically typed software developed by agile practitioners,,2017,16.6666666666667,6
Automated identification of security issues from commit messages and bug reports,,2017,18.75,6
LaChouTi: kernel vulnerability responding framework for the fragmented Android devices,,2017,13.0434782608696,6
Applying deep learning based automatic bug triager to industrial projects,,2017,20.0,9
Static analysis for optimizing big data queries,,2017,21.4285714285714,10
Automated testing of hybrid Simulink/Stateflow controllers: industrial case studies,,2017,10.0,7
QEMU-based framework for non-intrusive virtual machine instrumentation and introspection,,2017,20.0,8
RunDroid: recovering execution call graphs for Android applications,,2017,9.09090909090909,9
RGSE: a regular property guided symbolic executor for Java,,2017,20.6896551724138,9
A tool for automated reasoning about traces based on configurable formal semantics,,2017,3.57142857142857,8
VART: a tool for the automatic detection of regression faults,,2017,12.5,6
DynAlloy analyzer: a tool for the specification and analysis of alloy models with dynamic behaviour,,2017,11.7647058823529,13
From scenario modeling to scenario programming for reactive systems with dynamic topology,,2017,5.55555555555556,10
CLTSA: labelled transition system analyser with counting fluent support,,2017,15.3846153846154,8
The MONDO collaboration framework: secure collaborative modeling over existing version control systems,,2017,16.6666666666667,9
Model-based privacy and security analysis with CARiSMA,,2017,0.0,8
"Cherry-picking of code commits in long-running, multi-release software",,2017,20.0,6
ARCC: assistant for repetitive code comprehension,,2017,4.8780487804878,7
JoanAudit: a tool for auditing common injection vulnerabilities,,2017,6.81818181818182,8
XSearch: a domain-specific cross-language relevant question retrieval tool,,2017,41.6666666666667,9
Using search-based software engineering to handle the changes with uncertainties for self-adaptive systems,,2017,0.0,5
DRACO: discovering refactorings that improve architecture using fine-grained co-change dependencies,,2017,0.0,5
User- and analysis-driven context aware software development in mobile computing,,2017,0.0,5
Recommender system for model driven software development,,2017,0.0,5
On the similarity of software development documentation,,2017,28.5714285714286,5
Application of search-based software engineering methodologies for test suite optimization and evolution in mission critical mobile application development,,2017,16.6666666666667,5
Summarizing software engineering communication artifacts from different sources,,2017,5.88235294117647,5
Model-based dynamic software project scheduling,,2017,7.40740740740741,5
System performance optimization via design and configuration space exploration,,2017,3.84615384615385,5
Suggesting meaningful variable names for decompiled code: a machine translation approach,,2017,5.88235294117647,5
Practical symbolic verification of regular properties,,2017,26.0869565217391,5
FOSS version differentiation as a benchmark for static analysis security testing tools,,2017,25.9259259259259,5
DecisionDroid: a supervised learning-based system to identify cloned Android applications,,2017,14.2857142857143,5
Reasons and drawbacks of using trivial npm packages: the developers' perspective,,2017,7.69230769230769,5
Detecting wearable app permission mismatches: a case study on Android wear,,2017,22.2222222222222,5
Automating traceability link recovery through classification,,2017,4.76190476190476,5
Improving performance of automatic program repair using learned heuristics,,2017,20.0,5
Ten years of hunting for similar code for fun and profit (keynote),,2018,0.0,6
CloudRaid: hunting concurrency bugs in the cloud via log-mining,2,2018,11.7647058823529,7
Testing multithreaded programs via thread speed control,1,2018,10.8108108108108,8
Data race detection on compressed traces,2,2018,3.50877192982456,6
Practical AJAX race detection for JavaScript web applications,,2018,4.0,7
Using finite-state models for log differencing,1,2018,17.9487179487179,8
Identifying impactful service system problems via log analysis,2,2018,17.0731707317073,9
Learning to sample: exploiting similarities across environments to learn performance models for configurable systems,7,2018,11.4285714285714,7
Performance comprehension at WiredTiger,0,2018,10.5263157894737,10
MemFix: static analysis-based repair of memory deallocation errors for C,3,2018,3.7037037037037,6
RefiNym: using names to refine types,1,2018,14.8148148148148,6
Darwinian data structure selection,4,2018,18.75,8
Scalability-first pointer analysis with self-tuning context-sensitivity,5,2018,10.0,7
DeepSim: deep learning code functional similarity,6,2018,12.5,5
Deep learning type inference,6,2018,17.2413793103448,7
Code vectors: understanding programs through embedded abstracted symbolic traces,13,2018,4.0,7
MODE: automated neural network model debugging via state differential analysis and input selection,3,2018,17.2839506172839,8
Towards a theory of software development expertise,,2018,24.3243243243243,5
What makes a code change easier to review: an empirical investigation on code change reviewability,5,2018,8.16326530612245,7
Singularity: pattern fuzzing for worst case complexity,3,2018,13.5135135135135,8
Bug synthesis: challenging bug-finding tools with deep faults,3,2018,6.06060606060606,7
"Modify, enhance, select: co-evolution of combinatorial models and test plans",1,2018,15.7894736842105,5
The impact of regular expression denial of service (ReDoS) in practice: an empirical study at the ecosystem scale,2,2018,11.1111111111111,7
FraudDroid: automated ad fraud detection for Android apps,8,2018,23.6111111111111,11
"AppFlow: using machine learning to synthesize robust, reusable UI tests",0,2018,11.25,6
Winning the app production rally,4,2018,26.6666666666667,6
One size does not fit all: an empirical study of containerized continuous deployment workflows,1,2018,26.1538461538462,7
Be careful of when: an empirical study on time-related misuse of issue tracking data,2,2018,18.1818181818182,7
Do the dependency conflicts in my project matter?,4,2018,27.5,12
Do Android taint analysis tools keep their promises?,6,2018,17.8571428571429,6
Neural-augmented static analysis of Android communication,2,2018,2.27272727272727,8
Oreo: detection of clones in the twilight zone,13,2018,1.78571428571429,8
Concurrency verification with maximal path causality,0,2018,15.0,5
Adversarial symbolic execution for detecting concurrency-related cache timing leaks,5,2018,7.93650793650794,6
Symbolic execution with existential second-order constraints,5,2018,44.4444444444444,7
Parameterized model counting for string and numeric constraints,1,2018,4.8780487804878,10
NAR-miner: discovering negative association rules from code for bug detection,0,2018,6.77966101694915,8
Path-based function embedding and its application to error-handling specification mining,6,2018,11.4285714285714,6
Putback-based bidirectional model transformations,0,2018,15.625,5
"Model transformation languages under a magnifying glass: a controlled experiment with Xtend, ATL, and QVT",1,2018,5.0,8
Applications of psychological science for actionable analytics,6,2018,23.6111111111111,7
A novel automated approach for software effort estimation based on data augmentation,2,2018,1.42857142857143,6
Predicting Node failure in cloud service systems,2,2018,8.88888888888889,15
Detecting speech act types in developer question/answer conversations during bug repair,3,2018,20.0,7
Visual web test repair,7,2018,3.44827586206897,6
Syntax-guided synthesis of Datalog programs,9,2018,3.07692307692308,9
Large-scale study of substitutability in the presence of effects,0,2018,7.14285714285714,6
An empirical study on crash recovery bugs in large-scale distributed systems,3,2018,17.8571428571429,12
Complementing global and local contexts in representing API descriptions to improve API retrieval tasks,2,2018,16.9811320754717,11
Phys: probabilistic physical unit assignment and inconsistency detection,0,2018,10.0,8
Testing probabilistic programming systems,2,2018,32.2222222222222,7
Verifying the long-run behavior of probabilistic system models in the presence of uncertainty,0,2018,15.0,8
Automated patch extraction via syntax- and semantics-aware Delta debugging on source code changes,2,2018,14.0845070422535,6
Feedback-directed differential testing of interactive debuggers,1,2018,12.1951219512195,5
Improving IR-based bug localization with context-aware query reformulation,7,2018,6.15384615384615,5
How should compilers explain problems to developers?,2,2018,24.4444444444444,7
Ecosystem-level determinants of sustained activity in open-source projects: a case study of the PyPI ecosystem,5,2018,18.9189189189189,6
Optimizing test prioritization via test distribution analysis,1,2018,33.3333333333333,10
How well are regular expressions tested in the wild?,5,2018,25.0,5
Which generated test failures are fault revealing? prioritizing failures based on inferred precondition violations using PAF,0,2018,4.83870967741935,6
Detection of energy inefficiencies in Android wear watch faces,1,2018,47.6190476190476,6
Stochastic energy optimization for mobile GPS applications,2,2018,50.0,6
Gamifying static analysis,,2018,8.82352941176471,5
The case for experiment-oriented computing,,2018,12.8205128205128,4
On the naturalness of proofs,,2018,17.6470588235294,6
Does ACM’s code of ethics change ethical decision making in software development?,,2018,17.1428571428571,6
How are spreadsheet templates used in practice: a case study on Enron,,2018,0.0,9
DLFuzz: differential fuzzing testing of deep learning systems,,2018,15.0,8
Towards data-driven vulnerability prediction for requirements,,2018,29.1666666666667,5
Beyond testing configurable systems: applying variational execution to automatic program repair and higher order mutation testing,,2018,3.84615384615385,6
Software fairness,,2018,10.0,5
Software engineering collaboratories (SEClabs) and collaboratories as a service (CaaS),,2018,0.0,5
Towards counterexample-guided k-induction for fast bug detection,,2018,8.33333333333333,7
Salient-class location: help developers understand code change in code review,,2018,3.2258064516129,8
Towards quantifying the development value of code contributions,,2018,10.5263157894737,8
Operationalizing human values in software: a research roadmap,,2018,19.047619047619,8
Modeling and testing a family of surgical robots: an experience report,,2018,7.14285714285714,9
Efficient static checking of library updates,,2018,8.69565217391304,8
Are mobile banking apps secure? what can be improved?,,2018,20.0,10
VulSeeker-pro: enhanced semantic learning based binary vulnerability seeker with emulation,,2018,7.14285714285714,9
PAFL: extend fuzzing optimizations of single mode to industrial parallel mode,,2018,11.1111111111111,9
Software development challenges with air-gap isolation,,2018,11.1111111111111,5
Design and validation of precooked developer dashboards,,2018,12.0,9
Testing and validating end user programmed calculated fields,,2018,36.3636363636364,10
Automated refactoring of nested-IF formulae in spreadsheets,,2018,53.3333333333333,8
FACTS: automated black-box testing of FinTech systems,,2018,20.0,11
Regression test selection for TizenRT,,2018,20.0,6
Building lean continuous integration and delivery pipelines by applying DevOps principles: a case study at Varidesk,,2018,45.4545454545455,6
"The impact of failing, flaky, and high failure tests on the number of crash reports associated with Firefox builds",,2018,33.3333333333333,5
BigSift: automated debugging of big data analytics in data-intensive scalable computing,,2018,0.0,6
"FOT: a versatile, configurable, extensible fuzzing framework",,2018,7.69230769230769,8
Themis: automatically testing software for discrimination,,2018,10.7142857142857,7
Vista: web test repair using computer vision,,2018,0.0,6
Augmenting stack overflow with API usage patterns mined from GitHub,,2018,30.0,7
PowerStation: automatically detecting and fixing inefficiencies of database-backed web applications in IDE,,2018,10.0,8
SketchFix: a tool for automated program repair approach using lazy candidate generation,,2018,22.2222222222222,7
WarningsGuru: integrating statistical bug models with static analysis to provide timely and specific bug warnings,,2018,7.69230769230769,5
DSM: a specification mining tool using recurrent neural network based language model,,2018,11.7647058823529,6
EClone: detect semantic clones in Ethereum via symbolic transaction sketch,,2018,29.4117647058824,9
INFAR: insight extraction from app reviews,,2018,0.0,9
PyDriller: Python framework for mining software repositories,,2018,0.0,6
A formal verification tool for Ethereum VM bytecode,,2018,15.3846153846154,8
ASketch: a sketching framework for Alloy,,2018,22.2222222222222,7
AlloyInEcore: embedding of first-order relational logic into meta-object facility for automated model reasoning,,2018,8.33333333333333,7
VT-revolution: interactive programming tutorials made possible,,2018,28.5714285714286,8
Practices and tools for better software testing,,2018,17.3913043478261,4
Automated support for mobile application testing and maintenance,,2018,15.7894736842105,4
Moving towards objective measures of program comprehension,,2018,8.69565217391304,4
Semantic inference from natural language privacy policies and Android code,,2018,19.3548387096774,4
Intelligent bug fixing with software bug knowledge graph,,2018,4.16666666666667,4
Quality assurance automation in autonomous systems,,2018,11.1111111111111,4
"How do developers resolve merge conflicts? an investigation into the processes, tools, and improvements",,2018,3.84615384615385,4
Automated scenario-based integration testing of distributed systems,,2018,0.0,4
Towards learning-augmented languages,,2018,14.2857142857143,4
On the adoption of neural networks in modeling software reliability,,2018,7.89473684210526,4
Type migration in large-scale code bases,,2018,10.7142857142857,4
Reshaping distributed agile and adaptive development environment,,2018,22.2222222222222,4
How Dance(Sport) can help to produce better software,,2018,6.66666666666667,4
Feature-interaction aware configuration prioritization,,2018,11.1111111111111,4
Dara: hybrid model checking of distributed systems,,2018,20.0,4
Bugs in the wild: examining the effectiveness of static analyzers at finding real-world bugs,,2018,0.0,4
Mining error-handling specifications for systems software,,2018,20.0,4
Diversity and decorum in open source communities,,2018,0.0,4
Runtime Fault Detection in Programmed Molecular Systems,3,2019,16.1290322580645,7
Understanding and Analyzing Java Reflection,,2019,11.9402985074627,3
"Domain Analysis and Description Principles, Techniques, and Modelling Languages",,2019,9.78260869565217,1
Status Quo in Requirements Engineering: A Theory and a Global Family of Surveys,,2019,26.6666666666667,23
Isolation Modeling and Analysis Based on Mobility,,2019,20.3389830508475,7
How Understandable Are Pattern-based Behavioral Constraints for Novice Software Designers?,,2019,19.7674418604651,2
Oracles for Testing Software Timeliness with Uncertainty,0,2019,33.3333333333333,3
The State of Empirical Evaluation in Static Feature Location,4,2019,25.2252252252252,4
RESTful API Automated Test Case Generation with EvoMaster,3,2019,13.7254901960784,1
An Active Learning Approach for Improving the Accuracy of Automated Domain Model Extraction,0,2019,4.76190476190476,4
Software Effort Interval Prediction via Bayesian Inference and Synthetic Bootstrap Resampling,,2019,12.0481927710843,3
Test-Equivalence Analysis for Automatic Patch Generation,5,2018,35.5555555555556,4
Recommending Who to Follow in the Software Engineering Twitter Space,2,2018,14.9253731343284,5
Refactoring Multi-Level Models,2,2018,41.025641025641,2
Variability-Aware Static Analysis at Scale: An Empirical Study,3,2018,14.7540983606557,5
Shadow Symbolic Execution for Testing Software Patches,1,2018,23.2558139534884,3
The ABC of Software Engineering Research,7,2018,6.92640692640693,2
Linear Programming as a Baseline for Software Effort Estimation,7,2018,43.1818181818182,2
Spectrum-Based Fault Localization in Model Transformations,2,2018,15.3846153846154,4
Multi-Objective Optimization of Energy Consumption of GUIs in Android Apps,2,2018,15.3846153846154,6
FEMOSAA: Feature-Guided and Knee-Driven Multi-Objective Optimization for Self-Adaptive Software,7,2018,3.63636363636364,4
Prove it! Inferring Formal Proof Scripts from CafeOBJ Proof Scores,0,2018,3.2258064516129,2
STADS: Software Testing as Species Discovery,3,2018,25.78125,1
Maintaining Architecture-Implementation Conformance to Support Architecture Centrality: From Single System to Product Line Development,4,2018,15.3153153153153,3
How Far We Have Progressed in the Journey? An Examination of Cross-Project Defect Prediction,13,2018,11.5384615384615,8
Assessing the Refactoring of Brain Methods,0,2018,19.1489361702128,5
An Empirical Study of Meta- and Hyper-Heuristic Search for Multi-Objective Release Planning,6,2018,13.5416666666667,5
Inferring Extended Probabilistic Finite-State Automaton Models from Software Executions,2,2018,13.0952380952381,2
Understanding and Combating Memory Bloat in Managed Data-Intensive Systems,4,2018,30.5084745762712,5
Detecting the Behavior of Design Patterns through Model Checking and Dynamic Analysis,6,2018,12.0481927710843,4
Configuring Software Product Lines by Combining Many-Objective Optimization and SAT Solvers,10,2018,4.0,4
Global and Local Deadlock Freedom in BIP,3,2018,10.0,6
Variability Bugs in Highly Configurable Systems: A Qualitative Analysis,13,2018,6.77966101694915,6
"Lightweight, Obfuscation-Resilient Detection and Family Identification of Android Malware",22,2018,14.2857142857143,3
Fixing Faults in C and Java Source Code: Abbreviated vs. Full-Word Identifier Names,4,2017,3.79746835443038,4
A Logic-Based Approach for the Verification of UML Timed Models,0,2017,15.0,5
Early Evaluation of Implementation Alternatives of Composite Data Structures Toward Maintainability,2,2017,4.25531914893617,3
Augmenting Field Data for Testing Systems Subject to Incremental Requirements Changes,4,2017,10.1694915254237,3
Ensuring the Consistency of Adaptation through Inter- and Intra-Component Dependency Analysis,1,2017,14.2857142857143,3
Predicting Query Quality for Applications of Text Retrieval to Software Engineering Tasks,13,2017,10.1010101010101,6
Human Competitiveness of Genetic Programming in Spectrum-Based Fault Localisation: Theoretical and Empirical Analysis,11,2017,14.0350877192982,5
Parallel Algorithms for Generating Distinguishing Sequences for Observable Non-deterministic FSMs,6,2017,10.6382978723404,2
Impact-Driven Process Model Repair,32,2017,1.78571428571429,4
Generating API Call Rules from Version History and Stack Overflow Posts,14,2017,13.6363636363636,3
Dynamic Dependence Summaries,1,2017,12.1212121212121,3
"A Posteriori Typing for Model-Driven Engineering: Concepts, Analysis, and Applications",16,2017,12.9032258064516,2
Multi-Step Learning and Adaptive Search for Learning Complex Model Transformations from Examples,15,2016,9.61538461538462,2
Learning Weighted Assumptions for Compositional Verification of Markov Decision Processes,6,2016,2.98507462686567,5
Mining Privacy Goals from Privacy Policies Using Hybridized Task Recomposition,16,2016,4.65116279069767,3
Multi-Criteria Code Refactoring Using Search-Based Software Engineering: An Industrial Case Study,38,2016,11.3636363636364,5
