title|citation|isCS
Program understanding: Challenge for the 1990's|"T. A. Corbi, ""Program understanding: Challenge for the 1990's"", IBM Syst. J., vol. 28, no. 2, pp. 294-306, Jun. 1989, [online] Available: http://dx.doi.org/10.1147/sj.282.0294."|1
"HornDroid: Practical and sound static analysis of Android applications by SMT solving"", Proc"|"S. Calzavara, I. Grishchenko, M. Maffei, ""HornDroid: Practical and sound static analysis of Android applications by SMT solving"", Proc. IEEE Eur. Symp. Secur. Privacy, pp. 47-62, 2016."|1
XML schema definition tool|Microsoft Corporation. XML schema definition tool, 2007. msdn2.microsoft.com/en-us/library/x6c1kb0s(VS.80).aspx.|1
Global validation of linear model assumptions|"E. A. Pena, E. H. Slate, ""Global validation of linear model assumptions"", J. Amer. Statist. Assoc., vol. 101, no. 473, pp. 341-354, 2006."|0
Examining Identity and Cultures of Exclusion in Rural England|"J. Garland and N. Chakraborti, ""Race, Space and Place: Examining Identity and Cultures of Exclusion in Rural England,"" Ethnicities, vol. 6, no. 2, pp. 159--177, 2006."|1
European Data Protection Law, Corporate Compliance and Regulation|C. Kuner, European Data Protection Law, Corporate Compliance and Regulation. Oxford University Press, 2007.|1
Viswanathan , Gul Agha, On statistical model checking of stochastic systems, Proceedings of the 17th international conference on Computer Aided Verification|Koushik Sen , Mahesh Viswanathan , Gul Agha, On statistical model checking of stochastic systems, Proceedings of the 17th international conference on Computer Aided Verification, July 06-10, 2005, Edinburgh, Scotland, UK  [doi>10.1007/11513988_26]|1
On the use of input/output queries for code search|Kathryn T. Stolee and Sebastian Elbaum. 2013. On the use of input/output queries for code search. In Proceedings of the ACM/IEEE International Symposium on Empirical Software Engineering and Measurement.|1
Ai-based software defect predictors: applications and benefits in a case study|Tosun, A. and Bener, A. 2010. Ai-based software defect predictors: applications and benefits in a case study. In Proceedings of the 22nd Innovative Applications of Artificial Intelligence Conference.|1
Natural and flexible error recovery for generated parsers|Maartje de Jonge , Emma Nilsson-Nyman , Lennart C. L. Kats , Eelco Visser, Natural and flexible error recovery for generated parsers, Proceedings of the Second international conference on Software Language Engineering, October 05-06, 2009, Denver, CO  [doi>10.1007/978-3-642-12107-4_16]|1
Efficient predicate abstraction of program summaries|Arie Gurfinkel , Sagar Chaki , Samir Sapra, Efficient predicate abstraction of program summaries, Proceedings of the Third international conference on NASA Formal methods, April 18-20, 2011, Pasadena, CA|1
The model transformation language of the VIATRA2 framework|Dániel Varró , András Balogh, The model transformation language of the VIATRA2 framework, Science of Computer Programming, v.68 n.3, p.214-234, October, 2007  [doi>10.1016/j.scico.2007.05.004]|1
Capturing whole-genome characteristics in short sequences using a naive bayesian classifier|"R. Sandberg, G. Winberg, C.-I. Bränden, A. Kaske, I. Ernberg, and J. Cöster, ""Capturing whole-genome characteristics in short sequences using a naive bayesian classifier,"" Genome Research, vol. 11, no. 8, pp. 1404--1409, 2001."|1
Using model checking to find serious file system errors|Junfeng Yang , Paul Twohey , Dawson Engler , Madanlal Musuvathi, Using model checking to find serious file system errors, Proceedings of the 6th conference on Symposium on Opearting Systems Design & Implementation, p.19-19, December 06-08, 2004, San Francisco, CA|1
Standard for Information Systems --- programming language --- C: ANSI X3.159--1989|American National Standard for Information Systems --- programming language --- C: ANSI X3.159--1989, Dec. 1989. (Also ISO/IEC 9899:1990).|1
Concern Graphs: Finding and Describing Concerns Using Structural Program Dependencies|"M.P. Robillard, G.C. Murphy, ""Concern Graphs: Finding and Describing Concerns Using Structural Program Dependencies"", Proc. 24th Int'l Conf. Software Eng., pp. 406-416, 2002."|1
Runtime verification of LTL-based declarative process models|Fabrizio Maria Maggi, Michael Westergaard, Marco Montali, and Wil M. P. van der Aalst. 2012. Runtime verification of LTL-based declarative process models. In Runtime Verification, Sarfraz Khurshid and Koushik Sen (Eds.). Springer Berlin, 131--146.|1
Mock-object generation with behavior|Nikolai Tillmann , Wolfram Schulte, Mock-object generation with behavior, Proceedings of the 21st IEEE/ACM International Conference on Automated Software Engineering, p.365-368, September 18-22, 2006  [doi>10.1109/ASE.2006.51]|1
Yannis Smaragdakis , Eli Tilevich , Stephen Voida, Automatic Partitioning: Prototyping Ubiquitous-Computing Applications|Nikitas Liogkas , Blair MacIntyre , Elizabeth D. Mynatt , Yannis Smaragdakis , Eli Tilevich , Stephen Voida, Automatic Partitioning: Prototyping Ubiquitous-Computing Applications, IEEE Pervasive Computing, v.3 n.3, p.40-47, July 2004  [doi>10.1109/MPRV.2004.1321027]|1
Dancing with uncertainty, Proceedings of the 2012 ACM workshop on Relaxing synchronization for multicore and manycore scalability|Sasa Misailovic , Stelios Sidiroglou , Martin C. Rinard, Dancing with uncertainty, Proceedings of the 2012 ACM workshop on Relaxing synchronization for multicore and manycore scalability, October 21-21, 2012, Tucson, Arizona, USA  [doi>10.1145/2414729.2414738]|1
Prediction and control of Ada software defects|"B. T. Compton, C. Withrow, ""Prediction and control of Ada software defects"", J. Syst. Softw., vol. 12, no. 3, pp. 199-207, Jul. 1990."|1
Points-to analysis with efficient strong updates, Proceedings of the 38th annual ACM SIGPLAN-SIGACT symposium on Principles of programming languages|Ondrej Lhoták , Kwok-Chiang Andrew Chung, Points-to analysis with efficient strong updates, Proceedings of the 38th annual ACM SIGPLAN-SIGACT symposium on Principles of programming languages, January 26-28, 2011, Austin, Texas, USA  [doi>10.1145/1926385.1926389]|1
"Hierarchical Bayesian nonparametric models with applications"" in Bayesian Nonparametrics: Principles and Practice"|"Y. W. Teh, M. I. Jordan, N. Hjort, C. Holmes, P. Müller, S. Walker, ""Hierarchical Bayesian nonparametric models with applications"" in Bayesian Nonparametrics: Principles and Practice, Cambridge, U.K.:Cambridge Univ. Press, 2010."|1
A Hitchhiker’s guide to statistical tests for assessing randomized algorithms in software engineering|"A. Arcuri, L. C. Briand, ""A Hitchhiker’s guide to statistical tests for assessing randomized algorithms in software engineering"", Softw. Testing Verification Rel., vol. 24, no. 3, pp. 219-250, 2014, [online] Available: http://dx.doi.org/10.1002/stvr.1486."|1
XTraQue: traceability for product line systems|}}Jirapanthong, W. and Zisman, A. 2009. XTraQue: traceability for product line systems. Software and System Modeling Journal, Vol. 8, No. 1, pp. 1619--1366|1
Ordinal Methods for Behavioral Data Analysis|N. Cliff, Ordinal Methods for Behavioral Data Analysis, 2014.|1
A behavioral analysis and verification approach to pattern-based design composition|Dong, J., Alencar, P. S., and Cowan, D. D. 2004. A behavioral analysis and verification approach to pattern-based design composition. Softw. Syst. Model. 3, 262--272.|1
Understanding and Controlling Software Costs|B. W. Boehm , P. N. Papaccio, Understanding and Controlling Software Costs, IEEE Transactions on Software Engineering, v.14 n.10, p.1462-1477, October 1988  [doi>10.1109/32.6191]|1
Extended finite state machine model-based regression test suite reduction using dynamic interaction patterns|S. Selvakumar, M. R. C. Dinesh, C. Dhineshkumar, N. Ramaraj, and C. Paper. 2010. Extended finite state machine model-based regression test suite reduction using dynamic interaction patterns. In Proceedings of the Information Processing and Management: International Conference on Recent Trends in Business Administration and Information Processing (BAIP’10), V. V Das, R. Vijayakumar, N. C. Debnath, J. Stephen, N. Meghanathan, S. Sankaranarayanan, P. M. Thankachan, F. L. Gaol, and N. Thankachan (Eds.). Springer, Berlin, 475--481.|1
Flocq: A Unified Library for Proving Floating-Point Algorithms in Coq|Sylvie Boldo , Guillaume Melquiond, Flocq: A Unified Library for Proving Floating-Point Algorithms in Coq, Proceedings of the 2011 IEEE 20th Symposium on Computer Arithmetic, p.243-252, July 25-27, 2011  [doi>10.1109/ARITH.2011.40]|1
A Tool for Managing Software Architecture Knowledge, Proceedings of the Second Workshop on SHAring and Reusing architectural Knowledge Architecture|Muhammad Ali Babar , Ian Gorton, A Tool for Managing Software Architecture Knowledge, Proceedings of the Second Workshop on SHAring and Reusing architectural Knowledge Architecture, Rationale, and Design Intent, p.11, May 20-26, 2007  [doi>10.1109/SHARK-ADI.2007.1]|1
Programming languages for information security|Stephan Arthur Zdancewic , Andrew Myers, Programming languages for information security, Cornell University, Ithaca, NY, 2002|1
service engineering|Stefan Tai , Jens Nimis , Alexander Lenk , Markus Klems, Cloud service engineering, Proceedings of the 32nd ACM/IEEE International Conference on Software Engineering, May 01-08, 2010, Cape Town, South Africa  [doi>10.1145/1810295.1810437]|1
Task ontology for reuse of problem solving knowledge|"R. Mizoguchi, J. Vanwelkenhuysen, and M. Ikeda, ""Task ontology for reuse of problem solving knowledge,"" Towards Very Large Knowledge Bases: Knowledge Building & Knowledge Sharing, pp. 46--59, 1995."|1
Prediction and trace compression of data access addresses through nested loop recognition, Proceedings of the 6th annual IEEE/ACM international symposium on Code generation and optimization|Alain Ketterlin , Philippe Clauss, Prediction and trace compression of data access addresses through nested loop recognition, Proceedings of the 6th annual IEEE/ACM international symposium on Code generation and optimization, April 05-09, 2008, Boston, MA, USA  [doi>10.1145/1356058.1356071]|1
Secure Auditing for Linux (SAL), secureaudit.sourceforge.net|Secure Auditing for Linux (SAL), secureaudit.sourceforge.net, 2013.|1
Response to undesired events in software systems, Proceedings of the 2nd international conference on Software engineering|D. L. Parnas , H. Würges, Response to undesired events in software systems, Proceedings of the 2nd international conference on Software engineering, p.437-446, October 13-15, 1976, San Francisco, California, USA|1
Modeling Techniques for Software-Intensive Systems|H. Giese, S. Henkler, M. Hirsch, V. Roubin, and M. Tichy. Modeling Techniques for Software-Intensive Systems. In D. P. F. Tiako, editor, Designing Software-Intensive Systems: Methods and Principles. Langston University, OK, 2008.|1
Using sensitivity analysis to validate a state variable model of the software test process|"J. W. Cangussu, R. A. DeCarlo, A. P. Mathur, ""Using sensitivity analysis to validate a state variable model of the software test process"", IEEE Trans. Softw. Eng, vol. 29, no. 5, pp. 430-443, May 2003."|1
Lifting Transformational Models of Product Lines: A Case Study, Proceedings of the 1st international conference on Theory and Practice of Model Transformations|Greg Freeman , Don Batory , Greg Lavender, Lifting Transformational Models of Product Lines: A Case Study, Proceedings of the 1st international conference on Theory and Practice of Model Transformations, July 01-02, 2008, Zurich, Switzerland  [doi>10.1007/978-3-540-69927-9_2]|1
Lightweight object specification with typestates|"K. Bierhoff, J. Aldrich, ""Lightweight object specification with typestates"", Proc. 10th Eur. Softw. Eng. Conf. Held Jointly 13th ACM SIGSOFT Int. Symp. Found. Softw. Eng., pp. 217-226, 2005."|1
A model of refactoring physically and virtually separated features, Proceedings of the eighth international conference on Generative programming and component engineering, October 04-05|Christian Kästner , Sven Apel , Martin Kuhlemann, A model of refactoring physically and virtually separated features, Proceedings of the eighth international conference on Generative programming and component engineering, October 04-05, 2009, Denver, Colorado, USA  [doi>10.1145/1621607.1621632]|1
A study of effective regression testing in practice|"E. W. Wong, J. R. Horgan, S. London, H. Agrawal, ""A study of effective regression testing in practice"", Proc. Int. Symp. Softw. Rel. Eng., pp. 264-274, 1997."|1
RefactoringImproving the Design of Existing Code|M. Fowler, RefactoringImproving the Design of Existing Code, June 1999.|1
Adding implicit invocation to traditional programming languages|David Garlan , Curtis Scott, Adding implicit invocation to traditional programming languages, Proceedings of the 15th international conference on Software Engineering, p.447-455, May 17-21, 1993, Baltimore, Maryland, USA|1
Refinement Calculus: A Systematic Introduction|R.-J. J. Back, A. Akademi, J. V. Wright, F. B. Schneider, D. Gries, Refinement Calculus: A Systematic Introduction, Berlin, Germany:Springer-Verlag, 1998.|1
Automated reasoning for web page layout|Pavel Panchekha , Emina Torlak, Automated reasoning for web page layout, Proceedings of the 2016 ACM SIGPLAN International Conference on Object-Oriented Programming, Systems, Languages, and Applications, November 02-04, 2016, Amsterdam, Netherlands  [doi>10.1145/2983990.2984010]|1
Jingling Xue, Sparse flow-sensitive pointer analysis for multithreaded programs|Yulei Sui , Peng Di , Jingling Xue, Sparse flow-sensitive pointer analysis for multithreaded programs, Proceedings of the 2016 International Symposium on Code Generation and Optimization, March 12-18, 2016, Barcelona, Spain  [doi>10.1145/2854038.2854043]|1
are related questions selected|How are related questions selected?, http://meta.stackexchange.com/questions/20473.|1
Workflow Management with Service Quality Guarantees|"M. Gillmann, G. Weikum, W. Wonner, ""Workflow Management with Service Quality Guarantees"", Proc. ACM SIGMOD Int'l Conf. Management of Data, pp. 228-239, 2002."|1
Tutorial: Installing a LAMP Web URL : http : / / docs. aws. amazon. com / AWSEC2/latest/UserGuide/install-LAMP.html|A. W. Services. Tutorial: Installing a LAMP Web Server. Sept. 2013. URL : http : / / docs. aws. amazon. com / AWSEC2/latest/UserGuide/install-LAMP.html.|1
Understanding Stack Overflow Code Fragments|Christoph Treude and Martin P Robillard. 2017. Understanding Stack Overflow Code Fragments. In Proceedings of the 33rd International Conference on Software Maintenance and Evolution. IEEE.|1
Automatic Symmetry Detection for Promela|Alastair F. Donaldson , Alice Miller, Automatic Symmetry Detection for Promela, Journal of Automated Reasoning, v.41 n.3-4, p.251-293, November 2008|1
"The Generic Modeling Environment,"" www.isis.vanderbilt.edu/Projects/ gme"|"""The Generic Modeling Environment,"" www.isis.vanderbilt.edu/Projects/ gme/."|1
On Non-Functional Requirements. 15th|Glinz, M. 2007. On Non-Functional Requirements. 15th IEEE International Requirements Engineering Conference (RE 2007). (Oct. 2007), 21–26.|1
"Spreadsheet auditor"", [online] Available: https://www.spreadsheetauditor.com"|"""Spreadsheet auditor"", [online] Available: https://www.spreadsheetauditor.com/."|0
Time for Mutants—Model-based mutation testing with timed automata|Bernhard K. Aichernig, Florian Lorber, and Dejan Ničković. 2013. Time for Mutants—Model-based mutation testing with timed automata. In Proceedings of the 7th International Conference on Tests and Proofs (TAP’13). Springer, Berlin, 20--38. https://link.springer.com/chapter/10.1007/978-3-642-38916-0_2.|1
"Bonferroni and šidák corrections for multiple comparisons"" in Encyclopedia of Measurement and Statistics"|"H. Abdi, ""Bonferroni and šidák corrections for multiple comparisons"" in Encyclopedia of Measurement and Statistics, Newbury Park, CA, USA:Sage, 2007."|1
Database application evolution: a transformational approach|Jean-Marc Hick , Jean-Luc Hainaut, Database application evolution: a transformational approach, Data & Knowledge Engineering, v.59 n.3, p.534-558, December 2006  [doi>10.1016/j.datak.2005.10.003]|1
Building development tools interactively using the ekeko meta-programming library|"C. De Roover and R. Stevens, ""Building development tools interactively using the ekeko meta-programming library,"" in Proceedings of the CSMR-WCRE Software Evolution Week (CSMR-WCRE14), 2014."|1
Finding and burying Configuration Defects in Linux with the undertaker. Retrieved November 8|Reinhard Tartler. 2011. Finding and burying Configuration Defects in Linux with the undertaker. Retrieved November 8, 2017 from http://www4.informatik.uni-erlangen.de/Publications/2011/plumbers-presentation-tartler.pdf.|1
The evaluator effect in usability tests|"N. E. Jacobsen, M. Hertzum, B. E. John, ""The evaluator effect in usability tests"", Proc. Human Factors Ergonomics Soc. Annu. Meet., pp. 255-256, 1998."|1
Jérôme Vouillon, On software component co-installability, Proceedings of the 19th ACM SIGSOFT symposium and the 13th European conference on Foundations of software engineering|Roberto Di Cosmo , Jérôme Vouillon, On software component co-installability, Proceedings of the 19th ACM SIGSOFT symposium and the 13th European conference on Foundations of software engineering, September 05-09, 2011, Szeged, Hungary  [doi>10.1145/2025113.2025149]|1
Grammar-based Whitebox Fuzzing|Patrice Godefroid, Adam Kiezun, and Michael Y. Levin. 2008. Grammar-based Whitebox Fuzzing. In Proceedings of the 29th ACM SIGPLAN Conference on Programming Language Design and Implementation (PLDI ’08).|1
to the Software Engineering Body of Knowledge (SWEBOK|IEEE. Guide to the Software Engineering Body of Knowledge (SWEBOK). Angela Burgess, 2004.|1
Model composition in product lines and feature interaction detection using critical pair analysis|Praveen Jayaraman , Jon Whittle , Ahmed M. Elkhodary , Hassan Gomaa, Model composition in product lines and feature interaction detection using critical pair analysis, Proceedings of the 10th international conference on Model Driven Engineering Languages and Systems, September 30-October 05, 2007, Nashville, TN|1
Optimizing seed selection for fuzzing|Alexandre Rebert , Sang Kil Cha , Thanassis Avgerinos , Jonathan Foote , David Warren , Gustavo Grieco , David Brumley, Optimizing seed selection for fuzzing, Proceedings of the 23rd USENIX conference on Security Symposium, p.861-875, August 20-22, 2014, San Diego, CA|1
On Configuring a Case-Based Reasoning Software Project Prediction System|"G. Kadoda, M. Cartwright, M. Shepperd, ""On Configuring a Case-Based Reasoning Software Project Prediction System"", Proc. UK CBR Workshop, pp. 1-10, 2000."|1
Positive effects of utilizing relationships between inconsistencies for more effective inconsistency resolution (NIER track|Alexander Nöhrer , Alexander Reder , Alexander Egyed, Positive effects of utilizing relationships between inconsistencies for more effective inconsistency resolution (NIER track), Proceedings of the 33rd International Conference on Software Engineering, May 21-28, 2011, Waikiki, Honolulu, HI, USA  [doi>10.1145/1985793.1985927]|1
A kernel-based monitoring approach for analyzing malicious behavior on Android|"Y. Jeong, H.-T. Lee, S. Cho, S. Han, M. Park, ""A kernel-based monitoring approach for analyzing malicious behavior on Android""."|1
Information Flow Analysis of Android Applications in DroidSafe|Michael I Gordon, Deokhwan Kim, Jeff H Perkins, Limei Gilham, Nguyen Nguyen, and Martin C Rinard. 2015. Information Flow Analysis of Android Applications in DroidSafe. In The 2015 Network and Distributed System Security Symposium (NDSS '15).|1
Casl User Manual|Michel Bidoit and Peter D. Mosses. 2004. Casl User Manual, Lecture Notes in Computer Science, Vol. 2900. Springer, Berlin.|1
Latent predictor networks for code generation. arXiv preprint arXiv:1603.06744|W. Ling, E. Grefenstette, K. M. Hermann, T. Kocisky, A. Senior, F. Wang, and P. Blunsom. Latent predictor networks for code generation. arXiv preprint arXiv:1603.06744, 2016.|1
Yilmazel , Ozgur Yilmazel, Guided Navigation Using Query Log Mining through Query Expansion|Burcu Yurekli , Gokhan Capan , Baris Yilmazel , Ozgur Yilmazel, Guided Navigation Using Query Log Mining through Query Expansion, Proceedings of the 2009 Third International Conference on Network and System Security, p.560-564, October 19-21, 2009  [doi>10.1109/NSS.2009.27]|1
Semantic E-Workflow Composition|"J. Cardoso, A. Sheth, ""Semantic E-Workflow Composition"", J. Intelligent Information Systems, vol. 21, no. 3, pp. 191-225, Nov. 2003."|1
Using information fragments to answer the questions developers ask|"T. Fritz, G. C. Murphy, ""Using information fragments to answer the questions developers ask"", Proc. Int. Conf. Softw. Eng., pp. 175-184, 2010."|1
Contagio minidump. Retrieved July 23, 2018 from http: //contagiominidump.blogspot.com|Mila Parkour. 2018. Contagio minidump. Retrieved July 23, 2018 from http: //contagiominidump.blogspot.com|1
OSGi Service Platform Core Specification Release 4|}}OSGi Alliance. OSGi Service Platform Core Specification Release 4, Aug. 2005. www.osgi.org.|1
VulDeePecker: A Deep Learning-Based System for Vulnerability Detection|Zhen Li, Deqing Zou, Shouhuai Xu, Xinyu Ou, Hai Jin, Sujuan Wang, Zhijun Deng, and Yuyi Zhong. 2018. VulDeePecker: A Deep Learning-Based System for Vulnerability Detection. CoRR abs/1801.01681 (2018).|1
Lightweight Transformation and Fact Extraction with the srcML Toolkit|Michael L. Collard , Michael J. Decker , Jonathan I. Maletic, Lightweight Transformation and Fact Extraction with the srcML Toolkit, Proceedings of the 2011 IEEE 11th International Working Conference on Source Code Analysis and Manipulation, p.173-184, September 25-26, 2011  [doi>10.1109/SCAM.2011.19]|1
A Symbolic Testing Tool for Predicting Multi-threaded Program Failures|Malay K. Ganai, Nipun Arora, Chao Wang, Aarti Gupta, and Gogul Balakrishnan. 2011. BEST: A Symbolic Testing Tool for Predicting Multi-threaded Program Failures. In ASE.|1
Spreadsheet table transformations from examples|William R. Harris , Sumit Gulwani, Spreadsheet table transformations from examples, Proceedings of the 32nd ACM SIGPLAN Conference on Programming Language Design and Implementation, June 04-08, 2011, San Jose, California, USA  [doi>10.1145/1993498.1993536]|1
Towards a Characterization of Crowdsourcing Practices|Schenk, E. and Guittard, C. 2011. Towards a Characterization of Crowdsourcing Practices, Journal of Innovation Economics, 1, 7.|1
Preventing incomplete/hidden requirements: Reflections on survey data from austria and brazil|Marcos Kalinowski, Michael Felderer, Tayana Conte, Rodrigo Spinola, Rafael Prikladnicki, Dietmar Winkler, Daniel. Méndez Fernández, and Stefan Wagner. 2016. Preventing incomplete/hidden requirements: Reflections on survey data from austria and brazil. In Proceedings of the 8th International Conference on Software Quality: The Future of Systems and Software Development (SWQD’16). Springer-Verlag, Berlin, 63--78.|1
Impact of process conformance on the effects of test-driven development|"D. Fucci, B. Turhan, M. Oivo, ""Impact of process conformance on the effects of test-driven development"", Proc. 8th ACM/IEEE Int. Symp. Empirical Softw. Eng. Meas., 2014."|1
Domain Theory: Patterns for Knowledge and Software Reuse, L. Erlbaum Associates|Alistair Sutcliffe, Domain Theory: Patterns for Knowledge and Software Reuse, L. Erlbaum Associates Inc., Hillsdale, NJ, 2002|1
Clustering support for automated tracing, Proceedings of the twenty-second IEEE/ACM international conference on Automated software engineering|Chuan Duan , Jane Cleland-Huang, Clustering support for automated tracing, Proceedings of the twenty-second IEEE/ACM international conference on Automated software engineering, November 05-09, 2007, Atlanta, Georgia, USA  [doi>10.1145/1321631.1321668]|1
An empirical comparison of seven programming languages|"L. Prechelt, ""An empirical comparison of seven programming languages"", IEEE Comput., vol. 33, no. 10, pp. 23-29, Oct. 2000."|1
Path Feasibility Analysis for String-Manipulating Programs, Proceedings of the 15th International Conference on Tools and Algorithms for the Construction and Analysis of Systems: Held as|Nikolaj Bjørner , Nikolai Tillmann , Andrei Voronkov, Path Feasibility Analysis for String-Manipulating Programs, Proceedings of the 15th International Conference on Tools and Algorithms for the Construction and Analysis of Systems: Held as Part of the Joint European Conferences on Theory and Practice of Software, ETAPS 2009,, March 22-29, 2009, York, UK  [doi>10.1007/978-3-642-00768-2_27]|1
Dynamic Adaptation and Deployment of Distributed Components In Hadas|Israel Ben-Shaul , Ophir Holder , Boris Lavva, Dynamic Adaptation and Deployment of Distributed Components In Hadas, IEEE Transactions on Software Engineering, v.27 n.9, p.769-787, September 2001  [doi>10.1109/32.950315]|1
Ergonomic requirements for office work with visual display terminals (VDTs) -- Part 9: Requirements for non-keyboard input devices|ISO. 2000. Ergonomic requirements for office work with visual display terminals (VDTs) -- Part 9: Requirements for non-keyboard input devices. ISO 9241-11, ISO, Geneva, Switzerland.|1
The software process: global goals, Proceedings of the 2005 international conference on Unifying the Software Process Spectrum|Watts S. Humphrey, The software process: global goals, Proceedings of the 2005 international conference on Unifying the Software Process Spectrum, May 25-27, 2005, Beijing, China  [doi>10.1007/11608035_4]|1
The neural basis of the complex mental task of meditation: neurotransmitter and neurochemical considerations|"A. Newberg, J. Iversen, ""The neural basis of the complex mental task of meditation: neurotransmitter and neurochemical considerations,"" Medical Hypotheses (2003) 61(2), 282-291."|0
Binary Codes Capable of Correcting Deletions, Insertions and Reversals|V. I. Levenshtein. Binary Codes Capable of Correcting Deletions, Insertions and Reversals. Soviet Physics Doklady, 10:707, 1966.|1
Mapping Natural Language to Description Logic|Bikash Gyawali, Anastasia Shimorina, Claire Gardent, Samuel Cruz-Lara, and Mariem Mahfoudh. 2017. Mapping Natural Language to Description Logic. In 14th European Semantic Web Conference (ESWC’17). 273–288.|1
Supporting the construction and evolution of component repositories, Proceedings of the 18th international conference on Software engineering|Scott Henninger, Supporting the construction and evolution of component repositories, Proceedings of the 18th international conference on Software engineering, p.279-288, March 25-29, 1996, Berlin, Germany|1
Metamorphic Testing of RESTful Web APIs|S. Segura, J. A. Parejo, J. Troya, and A. Ruiz-Cortés. 2017. Metamorphic Testing of RESTful Web APIs. IEEE Transactions on Software Engineering PP, 99 (2017), 1--1.|1
Consistency preserving updates in deductive databases|Enric Mayol , Ernest Teniente, Consistency preserving updates in deductive databases, Data & Knowledge Engineering, v.47 n.1, p.61-103, October 2003  [doi>10.1016/S0169-023X(03)00061-2]|1
REST APIs: A Large-Scale Analysis of Compliance with Principles and Best Practices|"C. Rodriguez, M. Baez, F. Daniel, F. Casati, and J. Carlos, ""REST APIs: A Large-Scale Analysis of Compliance with Principles and Best Practices,"" in Proceedings of the International Conference on Web Engineering, 2016."|1
Simian - Similarity Analyser|S. Harris. (2003) Simian - Similarity Analyser. {Online}. Available: http://www.harukizaemon.com/simian/|1
http://www.nia.nih.gov/research/publication/global-health-and-aging/living-longer (accessed 2nd|NIHA http://www.nia.nih.gov/research/publication/global-health-and-aging/living-longer (accessed 2nd October 2014)|0
X.: Effective search-space pruning for solvers of string equations, regular expressions and length constraints|Zheng, Y., Ganesh, V., Subramanian, S., Tripp, O., Dolby, J., Zhang, X.: Effective search-space pruning for solvers of string equations, regular expressions and length constraints. In: Proc. International Conference on Computer Aided Verification (CAV). (2015) 235–254|1
Xtext Language Development Framework; http://www.xtext.org|Xtext Language Development Framework; http://www.xtext.org|1
Staged Program Repair|Fan Long and Martin Rinard. Staged Program Repair in SPR. http://dspace.mit.edu/handle/1721.1/95963.|1
Metamorphic testing: A new approach for generating next test cases|"T. Y. Chen, S. C. Cheung, S. M. Yiu, ""Metamorphic testing: A new approach for generating next test cases"", 1998."|1
Clone removal: Fact or fiction|"N. Göde, ""Clone removal: Fact or fiction?"", Proc. 4th Int. Workshop Softw. Clones, pp. 33-40, 2010."|1
Overcoming the equivalent mutant problem: A systematic literature review and a comparative experiment of second order mutation|"L. Madeyski, W. Orzeszyna, R. Torkar, M. Józala, ""Overcoming the equivalent mutant problem: A systematic literature review and a comparative experiment of second order mutation"", IEEE Trans. Softw. Eng., vol. 40, no. 1, pp. 23-42, Jan. 2014."|1
Real Process Improvement Using the CMMI|M. West, Real Process Improvement Using the CMMI, Auerbach Publications, 2008.|1
Improving the effectiveness of test suite through mining historical data|Jeff Anderson , Saeed Salem , Hyunsook Do, Improving the effectiveness of test suite through mining historical data, Proceedings of the 11th Working Conference on Mining Software Repositories, May 31-June 01, 2014, Hyderabad, India  [doi>10.1145/2597073.2597084]|1
Effective Product-Line Testing Using Similarity-Based Product Prioritization|M. Al-Hajjaji, T. Thüm, M. Lochau, J. Meinicke, and G. Saake. Effective Product-Line Testing Using Similarity-Based Product Prioritization. 2018. To appear.|1
Some methods for classification and analysis of multivariate observations. fifth Berkeley symposium on mathematical statistics|James MacQueen et al. 1967. Some methods for classification and analysis of multivariate observations. In Proceedings of the fifth Berkeley symposium on mathematical statistics and probability, Vol. 1. Oakland, CA, USA., 281–297.|1
Jiasu Sun , Fuqing Yang, SNIAFL: Towards a static noninteractive approach to feature location|Wei Zhao , Lu Zhang , Yin Liu , Jiasu Sun , Fuqing Yang, SNIAFL: Towards a static noninteractive approach to feature location, ACM Transactions on Software Engineering and Methodology (TOSEM), v.15 n.2, p.195-226, April 2006  [doi>10.1145/1131421.1131424]|1
Margus Veanes, Model-Based Testing of Web Applications Using NModel|Juhan Ernits , Rivo Roo , Jonathan Jacky , Margus Veanes, Model-Based Testing of Web Applications Using NModel, Proceedings of the 21st IFIP WG 6.1 International Conference on Testing of Software and Communication Systems and 9th International FATES Workshop, November 02-04, 2009, Eindhoven, The Netherlands  [doi>10.1007/978-3-642-05031-2_14]|1
An XVCL-based approach to software product line development|Zhand, H. and Jarzabek, S. 2003. An XVCL-based approach to software product line development. In Proceedings of the International Conference on Software Engineering and Knowledge Engineering (SEKE’03).|1
CMMI® for Development (CMMIDEV), V1.2, CMU/SEI-2006-TR-008|"SEI, S.E.I., 2006, ""CMMI® for Development (CMMIDEV), V1.2, CMU/SEI-2006-TR-008"", Software Engineering Institute."|1
Tool assisted identifier naming for improved software readability: an empirical study|"P. A. Relf, ""Tool assisted identifier naming for improved software readability: an empirical study,"" Empirical Software Engineering, November 2005."|1
SAFL: increasing and accelerating testing coverage with symbolic execution and guided fuzzing|Mingzhe Wang, Jie Liang, Yuanliang Chen, Yu Jiang, Xun Jiao, Han Liu, Xibin Zhao, and Jiaguang Sun. 2018. SAFL: increasing and accelerating testing coverage with symbolic execution and guided fuzzing. In Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings. ACM, 61–64.|1
