Title,Citation
Refactoring sequential Java code for concurrency via concurrent libraries,145
"Reference hijacking: patching, protecting and analyzing on unmodified and non-rooted android devices",20
RefiNym: using names to refine types,1
Regression test selection across JVM boundaries,13
Regression tests to expose change interaction errors,35
Regular property guided dynamic symbolic execution,21
Release planning of mobile apps based on user reviews,99
Reliability analysis in symbolic pathfinder,86
Reliability of Run-Time Quality-of-Service evaluation using parametric model checking,17
Renaming and shifted code in structured merging: looking ahead for precision and performance,5
Repairing crashes in Android apps,9
Repairing event race errors by controlling nondeterminism,18
Replay without recording of production bugs for service oriented applications,2
Replicating and Re-Evaluating the Theory of Relative Defect-Proneness,13
Reproducing concurrency failures from crash stacks,10
Required behavior of sequence diagrams: Semantics and conformance,9
Requirements Elicitation and Specification Using the Agent Paradigm: The Case Study of an Aircraft Turnaround Simulator,37
Requirements fixation,36
Requirements modelling by synthesis of deontic input-output automata,21
Researcher Bias: The Use of Machine Learning in Software Defect Prediction,184
Residual Investigation: Predictive and Precise Bug Detection,15
"Resource Management for Complex, Dynamic Environments",28
Responsive designs in a snap,8
Reuse-oriented reverse engineering of functional components from x86 binaries,15
Reverb: recommending code-related web pages,38
Reviser: efficiently updating IDE-/IFDS-based data-flow analyses in response to incremental program changes,27
Revisit of automatic debugging via human focus-tracking analysis,24
Revisiting code ownership and its relationship with software quality in the scope of modern code review,44
Revisiting the Performance Evaluation of Automated Approaches for the Retrieval of Duplicate Issue Reports,9
Revisiting the impact of classification techniques on the performance of defect prediction models,166
Revisiting unsupervised learning for defect prediction,25
Reviving Sequential Program Birthmarking for Multithreaded Software Plagiarism Detection,7
Risk-driven revision of requirements models,6
Robust reconfigurations of component assemblies,47
Roles and impacts of hands-on software architects in five industrial case studies,0
Round-up: runtime checking quasi linearizability of concurrent data structures,12
Rule-based extraction of goal-use case models from text,8
Runtime Fault Detection in Programmed Molecular Systems,3
Runtime Verification for LTL and TLTL,441
Runtime monitoring of software energy hotspots,42
S3: syntax- and semantic-guided repair synthesis via programming by examples,75
SABRINE: state-based robustness testing of operating systems,16
SEDGE: symbolic example data generation for dataflow programs,11
SEEDE: simultaneous execution and editing in a development environment,0
SEEDS: a software engineer's energy-optimization decision support framework,126
SIP: Optimal Product Selection from Feature Models Using Many-Objective Evolutionary Optimization,50
SITAR: GUI Test Script Repair,28
SMT-Based Bounded Model Checking for Embedded ANSI-C Software,250
SOFIA: an automated security oracle for black-box testing of SQL-injection vulnerabilities,11
SPAIN: security patch analysis for binaries towards understanding the pain and pills,12
SPLat: lightweight dynamic analysis for reducing combinatorics in testing configurable systems,51
STADS: Software Testing as Species Discovery,3
STAR: Stack Trace Based Automatic Crash Reproduction via Symbolic Execution,29
SWIM: synthesizing what i mean: code search and idiomatic snippet synthesis,55
Safe asynchronous multicore memory operations,2
Safe memory-leak fixing for C programs,55
Safe software updates via multi-version execution,72
Safe stream-based programming with refinement types,2
Safe-commit analysis to facilitate team software development,57
Safer User Interfaces: A Case Study in Improving Number Entry,22
Sample size vs. bias in defect prediction,68
Saturation-based testing of concurrent programs,30
Scalability-first pointer analysis with self-tuning context-sensitivity,5
Scalable Differential Analysis of Process Algebra Models,120
Scalable Runtime Bloat Detection Using Abstract Dynamic Slicing,17
Scalable analysis of variable software,132
Scalable and Effective Test Generation for Role-Based Access Control Systems,42
Scalable and incremental software bug detection,24
Scalable and precise symbolic analysis for atomicity violations,13
Scalable incremental building with dynamic task dependencies,0
Scalable product line configuration: a straw to break the camel's back,117
Scalable thread sharing analysis,8
Scaling Up Symbolic Analysis by Removing Z-Equivalent States,5
Scaling exact multi-objective combinatorial optimization by parallelization,38
Scaling predictive analysis of concurrent programs by removing trace redundancy,20
Scaling up automated test generation: Automatically generating maintainable regression unit tests for programs,46
Schedule of Bad Smell Detection and Resolution: A New Way to Save Effort,95
Scheduling constraint based abstraction refinement for weak memory models,0
Search-based genetic optimization for deployment and reconfiguration of software in the cloud,122
Search-based inference of polynomial metamorphic relations,32
Search-based test data generation for SQL queries,2
Search-carrying code,5
Search-driven string constraint solving for vulnerability detection,16
Searching for better configurations: a rigorous approach to clone evaluation,126
Second-order constraints in dynamic invariant inference,7
Secure coding practices in Java: challenges and vulnerabilities,15
Security-driven model-based dynamic adaptation,42
Seer: A Lightweight Online Failure Prediction Approach,10
Segmented symbolic analysis,18
Self-Adapting Reliability in Distributed Software Systems,19
Self-Adaptive and Online QoS Modeling for Cloud-Based Software Services,18
Self-Management of Adaptable Component-Based Applications,33
Self-Organizing Roles on Agile Software Development Teams,158
Self-Supervising BPEL Processes,137
Self-adaptation through incremental generative model transformations at runtime,39
Self-adaptive software meets control theory: A preliminary approach supporting reliability requirements,80
Self-hiding behavior in Android apps: detection and characterization,1
Self-protection of Android systems from inter-component communication attacks,0
SemFix: program repair via semantic analysis,357
Semantic Slicing of Software Version Histories,22
Semantic crash bucketing,6
Semantic program repair using a reference implementation,18
Semantic self-assessment of query results in dynamic environments,15
Semantically enhanced software traceability using deep learning techniques,43
Semantics-assisted code review: an efficient toolchain and a user study,4
Semantics-based code search,270
"Semi-Proving: An Integrated Method for Program Proving, Testing, and Debugging",59
Semi-automatically extracting FAQs to improve accessibility of software development knowledge,47
Sentiment analysis for software engineering: how far can we go?,23
Server interface descriptions for automated testing of JavaScript web applications,10
Service-Level Agreements for Electronic Services,69
Session Reliability of Web Systems under Heavy-Tailed Workloads: An Approach Based on Design and Analysis of Experiments,10
Shadow Symbolic Execution for Testing Software Patches,1
Shadow of a doubt: testing for divergences between software versions,21
SimRT: an automated framework to support regression testing for data races,36
SimplyDroid: efficient event sequence simplification for Android application,4
Simulation-based abstractions for software product-line model checking,60
Singularity: pattern fuzzing for worst case complexity,3
Sireum/Topi LDP: a lightweight semi-decision procedure for optimizing symbolic execution-based analyses,18
Size-Constrained Regression Test Case Selection Using Multicriteria Optimization,64
Slicing MATLAB simulink models,59
Software Change Contracts,8
"Software Dependencies, Work Dependencies, and Their Impact on Failures",259
Software Development Estimation Biases: The Role of Interdependence,36
Software Development in Startup Companies: The Greenfield Startup Model,78
Software Module Clustering as a Multi-Objective Search Problem,269
Software Numerical Instability Detection and Diagnosis by Combining Stochastic and Infinite-Precision Testing,4
Software Plagiarism Detection with Birthmarks Based on Dynamic Key Instruction Sequences,29
Software Reliability Analysis Using Weakest Preconditions in Linear Assignment Programs,2
Software Reliability Modeling with Software Metrics Data via Gaussian Processes,13
Software Reliability and Testing Time Allocation: An Architecture-Based Approach,87
Software analytics for incident management of online services: an experience report,31
Software change dynamics: evidence from 35 java projects,15
Software design sketching with calico,55
Software development waste,35
Software effort estimation as a multiobjective learning problem,73
Software engineering abstractions for the multi-touch revolution,11
Software engineering at the speed of light: how developers stay current using twitter,79
"Software model checking for distributed systems with selector-based, non-blocking communication",18
Software performance self-adaptation through efficient model predictive control,5
Software process evaluation: A machine learning approach,17
Software protection on the go: a large-scale empirical study on mobile app obfuscation,6
Software traceability with topic modeling,285
Solving string constraints lazily,55
Solving the Class Responsibility Assignment Problem in Object-Oriented Analysis with Multi-Objective Genetic Algorithms,107
Solving the Large Scale Next Release Problem with a Backbone-Based Multilevel Algorithm,72
Solving the Search for Source Code,65
Some Code Smells Have a Significant but Small Effect on Faults,77
Sound empirical evidence in software testing,124
Sound static deadlock analysis for C/Pthreads,11
SourcererCC: scaling code clone detection to big-code,129
Spatio-temporal context reduction: a pointer-analysis-based static approach for detecting use-after-free vulnerabilities,7
Specialising Software for Different Downstream Applications Using Genetic Improvement and Code Transplantation,11
Specification and Verification of Normative Texts Using C-O Diagrams,18
Specifying Dynamic Analyses by Extending Language Semantics,1
Specifying and Validating Data-Aware Temporal Web Service Properties,50
Specifying and detecting meaningful changes in programs,16
Specifying event-based systems with a counting fluent temporal logic,5
Spectrum-Based Fault Localization in Model Transformations,2
Speedoo: prioritizing performance optimization opportunities,2
Spotting working code examples,72
Staged program repair with condition synthesis,202
StakeNet: using social networks to analyse the stakeholders of large-scale software projects,125
StakeRare: Using Social Networks and Collaborative Filtering for Large-Scale Requirements Elicitation,147
StakeSource: harnessing the power of crowdsourcing and social networks in stakeholder analysis,101
State-Density Functions over DBM Domains in the Analysis of Non-Markovian Models,40
Static Analysis of Model Transformations,25
Static Fault Localization in Model Transformations,50
Static automated program repair for heap properties,16
Static control-flow analysis of user-driven callbacks in Android applications,120
Static data race detection for concurrent programs with asynchronous calls,67
Static detection of asymptotic resource side-channel vulnerabilities in web applications,1
Static detection of resource contention problems in server-side scripts,23
Static race detection for device drivers: the Goblint approach,13
"Static, lightweight includes resolution for PHP",14
Statically checking API protocol conformance with mined multi-object specifications,65
Statically checking web API requests in JavaScript,17
Statistical learning approach for mining API usage mappings for code migration,55
Statistical learning of API fully qualified names in code snippets of online forums,4
Steelix: program-state based binary fuzzing,63
Stochastic Performance Analysis of Global Software Development Teams,3
Stochastic energy optimization for mobile GPS applications,2
Stochastic optimization of program obfuscation,10
StraightTaint: decoupled offline symbolic taint analysis,18
Strategies for product-line verification: case studies and experiments,130
Stressing Search with Scenarios for Flexible Solutions to Real-Time Task Allocation Problems,23
Stride: search-based deterministic replay in polynomial time via bounded linkage,29
String analysis for Java and Android applications,31
Structural Complexity and Programmer Team Strategy: An Experimental Test,17
Structured merge with auto-tuning: balancing precision and performance,46
StubDroid: automatic inference of precise data-flow summaries for the android framework,33
Stuck and frustrated or in flow and happy: sensing developers' emotions and progress,85
Succession: Measuring transfer of code and developer productivity,56
Suggesting accurate method and class names,141
Summarizing and measuring development activity,23
Summarizing software artifacts: a case study of bug reports,142
Supporting Change Impact Analysis Using a Recommendation System: An Industrial Case Study in a Safety-Critical Context,25
Supporting Domain Analysis through Mining and Recommending Features from Online Product Listings,78
Supporting Process Model Validation through Natural Language Generation,70
"Supporting Scope Tracking and Visualization for Very Large-Scale Requirements Engineering-Utilizing FSC+, Decision Patterns, and Atomic Decision Visualizations",11
Supporting Self-Adaptation via Quantitative Verification and Sensitivity Analysis at Run Time,61
Supporting automated vulnerability analysis using formalized vulnerability signatures,35
Supporting automatic model inconsistency fixing,91
Supporting developers with natural language queries,56
Supporting domain-specific state space reductions through local partial-order reduction,20
Supporting dynamic aspect-oriented features,14
Supporting oracle construction via static analysis,7
Supporting selective undo in a code editor,33
Supporting software developers with a holistic recommender system,11
Supporting swift reaction: automatically uncovering performance problems by systematic experiments,53
Supporting the Combined Selection of Model-Based Testing Techniques,14
Swarm Verification Techniques,78
SymCrash: selective recording for reproducing crashes,22
SymInfer: inferring program invariants using symbolic states,4
SymbexNet: Testing Network Protocol Implementations with Symbolic Execution and Rule-Based Specifications,25
Symbolic Crosschecking of Data-Parallel Floating-Point Code,21
Symbolic PathFinder: symbolic execution of Java bytecode,224
Symbolic assume-guarantee reasoning through BDD learning,6
Symbolic execution of programmable logic controller code,9
Symbolic execution of programs with heap inputs,18
Symbolic execution of stored procedures in database management systems,4
Symbolic execution with existential second-order constraints,5
Symbolic model checking of product-line requirements using SAT-based methods,12
Symbolic model extraction for web application verification,6
Symbolic pruning of concurrent program executions,49
Symbolic search-based testing,88
Symbolic state validation through runtime data,0
Symbolic verification of regular properties,0
Syntactic and semantic differencing for combinatorial models of test designs,4
Syntax-guided synthesis of Datalog programs,9
Synthesis of Partial Behavior Models from Properties and Scenarios,126
Synthesis of component and connector models from crosscutting structural views,38
Synthesizing API usage examples,136
Synthesizing Modal Transition Systems from Triggered Scenarios,19
Synthesizing Multithreaded Code from Real-Time Object-Oriented Models via Schedulability-Aware Thread Derivation,6
Synthesizing framework models for symbolic execution,24
Synthesizing hierarchical state machines from expressive scenario descriptions,54
Synthesizing intensional behavior models by graph transformation,100
Synthesizing nonanomalous event-based controllers for liveness goals,47
Synthesizing partial component-level behavior models from system specifications,46
Synthesizing tests for detecting atomicity violations,22
Synthetic data generation for statistical testing,6
System reliability calculation based on the run-time analysis of ladder program,12
Systematic Elaboration of Scalability Requirements through Goal-Obstacle Analysis,30
Systematic reduction of GUI test sequences,3
Systematic testing of asynchronous reactive systems,21
Systematically testing background services of mobile apps,5
Systematizing pragmatic software reuse,85
TACO: Efficient SAT-Based Bounded Verification Using Symmetry Breaking and Tight Bounds,39
TDroid: exposing app switching attacks in Android with control flow specialization,3
"TLV: abstraction through testing, learning, and validation",9
TRIMMER: application specialization for code debloating,7
Tackling combinatorial explosion: a study of industrial needs and practices for analyzing highly configurable systems,2
Taint-based directed whitebox fuzzing,263
Taming Android fragmentation: characterizing and detecting compatibility issues for Android apps,58
Taming Dynamically Adaptive Systems using models and aspects,258
Taming coincidental correctness: Coverage refinement with context patterns to improve fault localization,143
Taming test inputs for separation assurance,15
Targeted Scrum: Applying Mission Command to Agile Software Development,17
"Task Environment Complexity, Global Team Dispersion, Process Capabilities, and Coordination in Software Development",29
Tell them apart: distilling technology differences from crowd-scale comparison discussions,4
Template-guided concolic testing via online learning,1
Temporal analysis of API usage concepts,43
Temporal dependency-based checkpoint selection for dynamic verification of temporal constraints in scientific workflow systems,76
Tempura: temporal dimension for IDEs,4
Termination proofs from tests,26
Termination-checking for LLVM peephole optimizations,6
Tesseract: Interactive visual exploration of socio-technical relationships in software development,177
Test Case Generation for Boolean Expressions by Cell Covering,1
Test Case Prioritization Using Extended Digraphs,6
Test Case Prioritization Using Lexicographical Ordering,16
Test Case-Aware Combinatorial Interaction Testing,24
Test Code Quality and Its Relation to Issue Handling Performance,55
Test Oracle Strategies for Model-Based Testing,21
Test confessions: a study of testing practices for plug-in systems,59
Test generation through programming in UDITA,148
Test generation to expose changes in evolving programs,54
Test report prioritization to assist crowdsourced testing,32
Test suite parallelization in open-source projects: a study on its usage and impact,4
Test-Equivalence Analysis for Automatic Patch Generation,5
Test-and-adapt: An approach for improving service interchangeability,11
Testing advanced driver assistance systems using multi-objective search and neural networks,32
Testing autonomous cars for feature interaction failures using many-objective search,4
Testing from Partial Finite State Machines without Harmonised Traces,4
Testing intermediate representations for binary analysis,13
Testing multithreaded programs via thread speed control,1
Testing probabilistic programming systems,2
Testing properties of dataflow program operators,6
Testing vision-based control systems using learnable evolutionary algorithms,19
The ABC of Software Engineering Research,7
"The Awareness Network, To Whom Should I Display My Actions? And, Whose Actions Should I Monitor?",96
The Choice Calculus: A Representation for Software Variation,126
The Design Space of Bug Fixes and How Developers Navigate It,34
The Effect of GoF Design Patterns on Stability: A Case Study,41
The Effect of Program and Model Structure on the Effectiveness of MC/DC Test Adequacy Coverage,16
The Effectiveness of Test Coverage Criteria for Relational Database Schema Integrity Constraints,17
The Effects of Time Constraints on Test Case Prioritization: A Series of Controlled Experiments,136
The Impact of API Change- and Fault-Proneness on the User Ratings of Android Apps,120
The Impact of Classifier Configuration and Classifier Combination on Bug Localization,66
The Impact of Design and Code Reviews on Software Quality: An Empirical Study Based on PSP Data,119
The Impact of Irrelevant and Misleading Information on Software Development Effort Estimates: A Randomized Controlled Field Experiment,52
The Impact of Lessons-Learned Sessions on Effort Estimation and Uncertainty Assessments,83
The Impact of View Histories on Edit Recommendations,19
The Link between Dependency and Cochange: Empirical Evidence,25
The Minimal Failure-Causing Schema of Combinatorial Testing,56
The Probabilistic Program Dependence Graph and Its Application to Fault Diagnosis,181
The Risks of Coverage-Directed Test Case Generation,52
The Role of Ethnographic Studies in Empirical Software Engineering,34
The Role of Method Chains and Comments in Software Readability and Comprehension—An Experiment,6
The Role of the Tester's Knowledge in Exploratory Software Testing,69
The Scent of a Smell: An Extensive Comparison Between Textual and Structural Smells,26
The State of Empirical Evaluation in Static Feature Location,4
The Use of Summation to Aggregate Software Metrics Hinders the Performance of Defect Prediction Models,27
The Value of Exact Analysis in Requirements Selection,15
"The Work Life of Developers: Activities, Switches and Perceived Productivity",33
The art of testing less without sacrificing quality,62
The care and feeding of wild-caught mutants,22
The challenges of staying together while moving fast: an exploratory study,19
The design of bug fixes,48
The dimensions of software engineering success,39
The emerging role of data scientists on software development teams,68
The evolution of C programming practices: a study of the Unix operating system 1973--2015,8
The evolution of continuous experimentation in software product development: from data to a data-driven organization at scale,46
The evolution of requirements practices in software startups,14
The impact of continuous integration on other software development practices: a large-scale empirical study,32
The impact of mislabelling on the performance and interpretation of defect prediction models,56
The impact of process choice in high maturity environments: An empirical analysis,29
The impact of regular expression denial of service (ReDoS) in practice: an empirical study at the ecosystem scale,2
The impact of test case summaries on bug fixing performance: an empirical investigation,50
The making of cloud applications: an empirical study on software development for the cloud,62
The massification and webification of systems' modeling and simulation with virtual worlds,8
The potential of polyhedral optimization: an empirical study,7
"The power of ""why"" and ""why not"": enriching scenario exploration with provenance",14
The quamoco product quality modelling and assessment approach,103
The road not taken: Estimating path execution frequency statically,47
The road to live programming: insights from the practice,5
The role of domain knowledge and cross-functional communication in socio-technical coordination,29
The scent of a smell: an extensive comparison between textual and structural smells,26
The secret life of bugs: Going past the errors and omissions in software repositories,224
The sky is not the limit: multitasking across GitHub projects,42
The small-world effect: The influence of macro-level properties of developer collaboration networks on open-source project success,97
The strength of random search on automated program repair,181
The value of design rationale information,39
The “Physics” of Notations: Toward a Scientific Basis for Constructing Visual Notations in Software Engineering,1075
Thread-modular static analysis for relaxed memory models,7
Tightfit: adaptive parallelization with foresight,3
Time and Probability-Based Information Flow Analysis,15
Time pressure: a controlled experiment of test case development and requirements review,18
Time to clean your test objectives,6
Timed Automata Modeling and Verification for Publish-Subscribe Structures Using Distributed Resources,9
To Be Optimal or Not in Test-Case Prioritization,42
To distribute or not to distribute?: why licensing bugs matter,2
To preserve or not to preserve invalid solutions in search-based software engineering: a case study in software product lines,0
To type or not to type: quantifying detectable bugs in JavaScript,18
To what extent could we detect field defects? an empirical study of false negatives in static bug finding tools,28
Toddler: detecting performance problems via similar memory-access patterns,117
Too long; didn't watch!: extracting relevant fragments from software development video tutorials,34
Too much automation? the bellwether effect and its implications for transfer learning,30
Tool support for essential use cases to better capture software requirements,33
Tools and experiments supporting a testing-based theory of component composition,21
Tools for the Rapid Prototyping of Provably Correct Ambient Intelligence Applications,26
Tortoise: interactive system configuration repair,16
Toward Comprehensible Software Fault Prediction Models Using Bayesian Network Classifiers,139
Toward a Formalism for Conservative Claims about the Dependability of Software-Based Systems,28
Toward a Tool-Based Development Methodology for Pervasive Computing Applications,59
Toward a framework for detecting privacy policy violations in android application code,55
Toward full elasticity in distributed static analysis: the case of callgraph analysis,6
Towards Model Checking Android Applications,9
Towards Prioritizing Documentation Effort,4
Towards an intelligent domain-specific traceability solution,11
Towards automatically generating descriptive names for unit tests,14
Towards automatically generating summary comments for Java methods,257
Towards contextual and on-demand code clone management by continuous monitoring,9
Towards contextualised software engineering education: an African perspective,21
Towards efficient optimization in package management systems,18
Towards mining replacement queries for hard-to-retrieve traces,68
Towards more accurate retrieval of duplicate bug reports,204
Towards optimal concolic testing,6
Towards practical program repair with on-demand candidate generation,34
Towards precise metrics for predicting graph query performance,19
Towards refactoring-aware regression test selection,5
Towards robust instruction-level trace alignment of binary code,0
TrEKer: tracing error propagation in operating system kernels,3
Traceability and SysML design slices to support safety inspections: A controlled experiment,46
Traceability in the wild: automatically augmenting incomplete trace links,12
Traceability maintenance: factors and guidelines,18
Tracing software build processes to uncover license compliance inconsistencies,12
Tracing software developers' eyes and interactions for change tasks,41
Tracking Load-Time Configuration Options,43
Tracking load-time configuration options,43
Tracking static analysis violations over time to capture developer characteristics,14
"Trade-offs in continuous integration: assurance, security, and flexibility",45
TradeMaker: automated dynamic analysis of synthesized tradespaces,18
Trading obliviousness for modularity with cooperative aspect-oriented programming,9
Trading robustness for maintainability: an empirical study of evolving c# programs,29
Transfer defect learning,247
Transfer learning for performance modeling of configurable systems: an exploratory analysis,24
Transferring an automated test generation tool to practice: from pex to fakes and code digger,41
"Transition from centralized to decentralized version control systems: a case study on reasons, barriers, and outcomes",35
Trends in the Quality of Human-Centric Software Engineering Experiments--A Quasi-Experiment,18
Tricorder: building a program analysis ecosystem,103
"Trivial compiler equivalence: a large scale empirical study of a simple, fast and effective equivalent mutant detection technique",115
Trustrace: Mining Software Repositories to Improve the Accuracy of Requirement Traceability Links,74
Truth in advertising: the hidden cost of mobile ads for software developers,80
Tuning Temporal Features within the Stochastic π-Calculus,15
Turning programs against each other: high coverage fuzz-testing using binary-code mutation and dynamic slicing,30
Two Studies of Framework-Usage Templates Extracted from Dynamic Traces,18
"Two's company, three's a crowd: a case study of crowdsourcing software development",135
Two-Phase Assessment Approach to Improve the Efficiency of Refactoring Identification,1
Type checking annotation-based product lines,146
Type-Based Call Graph Construction Algorithms for Scala,6
Type-aware concolic testing of JavaScript programs,11
TypeDevil: dynamic type inconsistency analysis for JavaScript,43
Types and modularity for implicit invocation with implicit announcement,89
TzuYu: learning stateful typestates,26
UFO: predictive concurrency use-after-free detection,0
UI driven Android application reduction,2
UML diagram refinement (focusing on class- and use case diagrams),2
UML in practice,206
UNDEAD: detecting and preventing deadlocks in production software,9
Unbounded data model verification using SMT solvers,12
"Uncertainty, risk, and information value in software requirements and architecture",72
Uncovering performance problems in Java applications with reference propagation profiling,52
Understanding Diverse Usage Patterns from Large-Scale Appstore-Service Profiles,19
Understanding Exception Handling: Viewpoints of Novices and Experts,56
Understanding Integer Overflow in C/C++,141
Understanding JavaScript Event-Based Interactions with Clematis,8
Understanding JavaScript event-based interactions,58
Understanding and Combating Memory Bloat in Managed Data-Intensive Systems,4
Understanding and detecting callback compatibility issues for Android applications,1
Understanding and detecting evolution-induced compatibility issues in Android apps,8
Understanding and fixing multiple language interoperability issues: the C/Fortran case,2
Understanding and improving software build teams,19
Understanding and overcoming parallelism bottlenecks in ForkJoin applications,6
Understanding asynchronous interactions in full-stack JavaScript,26
Understanding developers' needs on deprecation as a language feature,10
Understanding feature requests by leveraging fuzzy method and linguistic analysis,0
Understanding integer overflow in C/C++,141
Understanding misunderstandings in source code,11
Understanding performance stairs: elucidating heuristics,8
Understanding the impact of refactoring on smells: a longitudinal study of 23 software projects,9
Understanding the impact of support for iteration on code search,5
"Understanding the impressions, motivations, and barriers of one time code contributors to FLOSS projects: a survey",19
Understanding understanding source code with functional magnetic resonance imaging,96
Unifying FSM-inference algorithms through declarative specification,46
Unifying aspect- and object-oriented design,27
Unit test virtualization with VMVM,48
Unleashing concurrency for irregular data structures,6
Unsupervised software-specific morphological forms inference from informal discussions,17
"Us and them: a study of privacy requirements across north america, asia, and europe",25
Usability through Software Design,58
"Usage, costs, and benefits of continuous integration in open-source projects",107
Use case and task models: An integrated development methodology and its formal foundation,10
"Use, disuse, and misuse of automated refactorings",123
User-aware privacy control via extended static-information-flow analysis,45
Users beware: preference inconsistencies ahead,17
Using (bio)metrics to predict code quality online,19
Using Cohesion and Coupling for Software Remodularization: Is It Enough?,36
"Using Declarative Specification to Improve the Understanding, Extensibility, and Comparison of Model-Inference Algorithms",23
Using Dependency Structures for Prioritization of Functional Test Suites,41
Using Genetic Search for Reverse Engineering of Parametric Behavior Models for Performance Prediction,70
Using Local Clocks to Reproduce Concurrency Bugs,0
Using Natural Language Processing to Automatically Detect Self-Admitted Technical Debt,36
Using Reduced Execution Flow Graph to Identify Library Functions in Binary Code,10
Using Stochastic State Classes in Quantitative Evaluation of Dense-Time Reactive Systems,67
Using Timed Automata for Modeling Distributed Systems with Clocks: Challenges and Solutions,17
Using Traceability Links to Recommend Adaptive Changes for Documentation Evolution,14
Using a functional size measurement procedure to evaluate the quality of models in MDD environments,9
Using bad learners to find good configurations,31
Using dynamic analysis to discover polynomial and array invariants,66
Using dynamic analysis to generate disjunctive invariants,22
Using finite-state models for log differencing,1
Using information fragments to answer the questions developers ask,164
Using psycho-physiological measures to assess task difficulty in software development,123
Using quantitative analysis to implement autonomic IT systems,108
Using symbolic evaluation to understand behavior in configurable software systems,109
Using twinning to adapt programs to alternative APIs,70
Using unfoldings in automated testing of multithreaded programs,24
Using visual dataflow programming for interactive model comparison,5
VDTest: an automated framework to support testing for virtual devices,1
Validating Second-Order Mutation at System Level,28
Validating ajax applications using a delay-based mutation technique,4
Validating software metrics: A spectrum of philosophies,75
Validation of contracts using enabledness preserving finite state abstractions,22
Validation of requirements for hybrid systems: A formal approach,34
Variability Analysis of Requirements: Considering Behavioral Differences and Reflecting Stakeholders’ Perspectives,28
Variability Bugs in Highly Configurable Systems: A Qualitative Analysis,13
Variability Mining: Consistent Semi-automatic Detection of Product-Line Features,63
Variability and Reproducibility in Software Engineering: A Study of Four Companies that Developed the Same System,78
Variability modeling in the real: a perspective from the operating systems domain,155
Variability-Aware Static Analysis at Scale: An Empirical Study,3
Variability-aware performance prediction: a statistical learning approach,91
Vejovis: suggesting fixes for JavaScript faults,39
Verdict functions in testing with a fault domain or test hypotheses,20
Verification across Intellectual Property Boundaries,5
Verification and Trade-Off Analysis of Security Properties in UML System Models,32
Verification and Validation of UML Conceptual Schemas with OCL Constraints,67
Verification-driven slicing of UML/OCL models,55
Verifying Linearizability via Optimized Refinement Checking,24
Verifying Protocol Conformance Using Software Model Checking for the Model-Driven Development of Embedded Systems,8
Verifying Synchronization for Atomicity Violation Fixing,4
Verifying client-side input validation functions using string analysis,24
Verifying component and connector models against crosscutting structural views,20
Verifying self-adaptive applications suffering uncertainty,24
Verifying the Evolution of Probability Distributions Governed by a DTMC,11
Verifying the long-run behavior of probabilistic system models in the presence of uncertainty,0
Views on internal and external validity in empirical software engineering,108
Views: object-inspired concurrency control,16
VikiBuilder: end-user specification and generation of visual wikis,4
Visual web test repair,7
Visualization of combinatorial models and test plans,4
Visualizing Co-Change Information with the Evolution Radar,95
Vulnerability Discovery with Attack Injection,52
WAM—The Weighted Average Method for Predicting the Performance of Systems with Bursts of Customer Sessions,23
WISE: Automated test generation for worst-case complexity,102
Weak Alphabet Merging of Partial Behavior Models,26
What Do We Know about the Effectiveness of Software Design Patterns?,95
What Industry Needs from Architectural Languages: A Survey,224
What Makes a Good Bug Report?,446
What Types of Defects Are Really Discovered in Code Reviews?,134
What causes my test alarm?: automatic cause analysis for test alarms in system and integration testing,15
What change history tells us about thread synchronization,22
What developers want and need from program analysis: an empirical study,54
What good are strong specifications?,46
What make long term contributors: willingness and opportunity in OSS community,104
What makes a code change easier to review: an empirical investigation on code change reviewability,5
What makes a great manager of software engineers?,7
What makes a great software engineer?,47
What scope is there for adopting evidence-informed teaching in SE?,18
When and How to Use Multilevel Modelling,86
When and Why Your Code Starts to Smell Bad (and Whether the Smells Go Away),45
When and why your code starts to smell bad,140
When not to comment: questions and tradeoffs with API documentation for C++ projects,0
When testing meets code review: why and how developers review tests,8
"When, how, and why developers (do not) test in their IDEs",83
Where Do Configuration Constraints Stem From? An Extraction Approach and an Empirical Study,49
Where Should We Fix This Bug? A Two-Phase Recommendation Model,100
Where does this code come from and where does it go? - integrated code history tracker for open source systems -,31
Where is the bug and how is it fixed? an experiment with practitioners,2
Where should the bugs be fixed? - more accurate information retrieval-based bug localization based on bug reports,332
Which Crashes Should I Fix First?: Predicting Top Crashes at an Early Stage to Prioritize Debugging Efforts,69
Which configuration option should I change?,53
Which generated test failures are fault revealing? prioritizing failures based on inferred precondition violations using PAF,0
Whitening SOA Testing via Event Exposure,30
Whitening SOA testing,59
Who Will Stay in the FLOSS Community? Modeling Participant’s Initial Behavior,57
Whole Test Suite Generation,328
WhoseFault: automatic developer-to-fault assignment through fault localization,50
Why and how JavaScript developers use linters,11
Why do developers use trivial packages? an empirical case study on npm,28
Why don't software developers use static analysis tools to find bugs?,287
Why good developers write bad code: an observational case study of the impacts of organizational factors on software quality,31
Why modern open source projects fail,33
Will you still compile me tomorrow? static cross-version compiler validation,22
Winning the app production rally,4
WitchDoctor: IDE support for real-time auto-completion of refactorings,72
Witness validation and stepwise testification across software verifiers,43
Work Item Tagging: Communicating Concerns in Collaborative Software Development,52
Work practices and challenges in pull-based development: the contributor's perspective,95
Work practices and challenges in pull-based development: the integrator's perspective,152
